"MachineName";"Role";"Group";"UserName";"Disabled";"Password_Last_Time_Set";"SID";"Days";"UID_Label"
"btipdcsvr";"Standalone";"Administrators";"Yusra";"False";"01/07/2025 08:09:04";"S-1-5-21-4292163963-3354392493-381269246-1007";"302";"Local Account for Yusra"
"btipdcsvr";"Standalone";"Guests";"Guest";"True";"12/18/2024 11:10:04";"S-1-5-21-4292163963-3354392493-381269246-501";"322";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"caint13";"Standalone";"Administrators";"Administrator";"False";"09/25/2025 12:42:27";"S-1-5-21-4206250136-821090202-1881994241-500";"41";"SE/C///Built-in account for administering the computer/domain"
"caint13";"Standalone";"Administrators";"IBMAdmin";"False";"10/19/2022 03:36:08";"S-1-5-21-4206250136-821090202-1881994241-1000";"1113";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"caint13";"Standalone";"Administrators";"sysCAINT13repo";"False";"01/16/2025 03:48:50";"S-1-5-21-4206250136-821090202-1881994241-1004";"293";"SE/S/*SESK22//Built-in account for VEEAM access to the computer/domain"
"caint13";"Standalone";"Guests";"Guest";"True";"10/19/2022 02:45:30";"S-1-5-21-4206250136-821090202-1881994241-501";"1113";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"caint1";"Standalone";"Administrators";"Administrator";"False";"01/24/2022 11:44:21";"S-1-5-21-4144861515-3579792589-3061877084-500";"1381";"SE/C///Built-in account for administering the computer/domain"
"caint1";"Standalone";"Administrators";"IBMAdmin";"False";"04/14/2022 11:19:42";"S-1-5-21-4144861515-3579792589-3061877084-1000";"1301";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"caint1";"Standalone";"Administrators";"sysCAINT1repo";"False";"01/16/2025 01:27:30";"S-1-5-21-4144861515-3579792589-3061877084-1004";"293";"846/S/*SESK22/Kyndryl/Built-in account for Veeam access to the computer/domain"
"caint1";"Standalone";"Administrators";"test";"False";"07/26/2025 04:22:39";"S-1-5-21-4144861515-3579792589-3061877084-1006";"102";""
"caint1";"Standalone";"Guests";"Guest";"True";"01/24/2022 13:25:11";"S-1-5-21-4144861515-3579792589-3061877084-501";"1381";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"cncatsm01";"Standalone";"Administrators";"Administrator";"False";"10/01/2025 01:47:07";"S-1-5-21-34030104-3092862891-659654822-500";"36";"SE/C///Built-in account for administering the computer/domain"
"cncatsm01";"Standalone";"Administrators";"IBMAdmin";"False";"01/14/2022 17:01:13";"S-1-5-21-34030104-3092862891-659654822-1003";"1391";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"cncatsm01";"Standalone";"Administrators";"sysCNCATSM01repo";"False";"01/16/2025 16:53:45";"S-1-5-21-34030104-3092862891-659654822-1007";"293";"SE/S/*SESK22/kyndryl/Veeam application id used for accessing computer or domain"
"cncatsm01";"Standalone";"Guests";"Guest";"True";"04/24/2015 21:40:04";"S-1-5-21-34030104-3092862891-659654822-501";"3848";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"cndnt41";"Standalone";"Administrators";"Administrator";"False";"09/27/2025 05:25:12";"S-1-5-21-32584722-1659757123-1391421215-500";"39";"SE/C///Built-in account for administering the computer/domain"
"cndnt41";"Standalone";"Administrators";"IBMADMIN";"False";"08/27/2021 21:40:09";"S-1-5-21-32584722-1659757123-1391421215-1000";"1531";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"cndnt41";"Standalone";"Guests";"Guest";"True";"06/24/2021 07:24:36";"S-1-5-21-32584722-1659757123-1391421215-501";"1595";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"cndnt51";"Standalone";"Administrators";"Administrator";"False";"08/26/2025 15:33:10";"S-1-5-21-659392909-664209085-3025069990-500";"71";"SE/C///Built-in account for administering the computer/domain"
"cndnt51";"Standalone";"Administrators";"IBMAdmin";"False";"08/30/2025 12:37:38";"S-1-5-21-659392909-664209085-3025069990-1000";"67";""
"cndnt51";"Standalone";"Guests";"Guest";"True";"08/22/2025 18:05:12";"S-1-5-21-659392909-664209085-3025069990-501";"75";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"cnint99";"Standalone";"Administrators";"Administrator";"False";"09/23/2022 00:46:54";"S-1-5-21-4146311130-3102975015-3796123306-500";"1140";"SE/C///Built-in account for administering the computer/domain"
"cnint99";"Standalone";"Administrators";"cnwuCNINT99vbr";"False";"06/24/2025 18:35:32";"S-1-5-21-4146311130-3102975015-3796123306-1005";"134";"SE/S/*SESK22//Built-in account for Veeam hana access to the computer/domain"
"cnint99";"Standalone";"Administrators";"IBMAdmin";"False";"10/06/2022 22:12:51";"S-1-5-21-4146311130-3102975015-3796123306-1000";"1126";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"cnint99";"Standalone";"Administrators";"sysCNINT99repo";"False";"06/19/2025 18:38:08";"S-1-5-21-4146311130-3102975015-3796123306-1004";"139";"SE/S/*SESK22//Built-in account for VEeam access to the computer/domain"
"cnint99";"Standalone";"Guests";"Guest";"True";"09/23/2022 01:31:34";"S-1-5-21-4146311130-3102975015-3796123306-501";"1140";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"decfs60";"Standalone";"Administrators";"Administrator";"False";"09/27/2025 18:42:26";"S-1-5-21-3332552474-846073477-725346640-500";"39";"SE/C///Built-in account for administering the computer/domain"
"decfs60";"Standalone";"Administrators";"IBMAdmin";"False";"";"S-1-5-21-3332552474-846073477-725346640-1000";"";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"decfs60";"Standalone";"Guests";"Guest";"True";"01/25/2022 10:32:32";"S-1-5-21-3332552474-846073477-725346640-501";"1380";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"decnt102";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 23:17:51";"S-1-5-21-2759345139-2956073868-3367443757-500";"39";"SE/C///Built-in account for administering the computer/domain"
"decnt102";"Standalone";"Administrators";"IBMAdmin";"False";"08/06/2019 14:13:33";"S-1-5-21-2759345139-2956073868-3367443757-1005";"2283";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"decnt102";"Standalone";"Administrators";"testmigration";"False";"10/16/2017 02:55:38";"S-1-5-21-2759345139-2956073868-3367443757-1007";"2942";"SE/C///migration"
"decnt102";"Standalone";"Administrators";"UC4adm";"True";"11/05/2010 15:16:48";"S-1-5-21-2759345139-2956073868-3367443757-1001";"5479";"disabled on 6.5.2021 SE/C/// user for scheduling system uc4"
"decnt102";"Standalone";"Guests";"Guest";"True";"04/28/2015 14:24:26";"S-1-5-21-2759345139-2956073868-3367443757-501";"3844";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"decnt160";"Standalone";"Administrators";"Administrator";"False";"09/29/2025 07:53:50";"S-1-5-21-1031912606-1489713080-1909790298-500";"37";"SE/C///Built-in account for administering the computer/domain"
"decnt160";"Standalone";"Administrators";"IBMAdmin";"False";"08/02/2017 10:13:48";"S-1-5-21-1031912606-1489713080-1909790298-1001";"3017";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"decnt160";"Standalone";"Administrators";"osco";"False";"06/04/2018 07:48:15";"S-1-5-21-1031912606-1489713080-1909790298-1004";"2711";"SE/C///"
"decnt160";"Standalone";"Guests";"Guest";"True";"02/21/2016 20:23:08";"S-1-5-21-1031912606-1489713080-1909790298-501";"3545";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"decnt161";"Standalone";"Administrators";"Administrator";"False";"09/29/2025 07:54:35";"S-1-5-21-1484784729-965240537-1009558509-500";"37";"SE/C///Built-in account for administering the computer/domain"
"decnt161";"Standalone";"Administrators";"IBMAdmin";"False";"12/04/2017 12:11:19";"S-1-5-21-1484784729-965240537-1009558509-1001";"2893";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"decnt161";"Standalone";"Administrators";"SapServiceP40";"False";"06/02/2017 07:45:50";"S-1-5-21-1484784729-965240537-1009558509-1010";"3078";"SE/C///SAP Printing"
"decnt161";"Standalone";"Administrators";"SAPServiceP74";"False";"05/22/2024 13:51:00";"S-1-5-21-1484784729-965240537-1009558509-1025";"532";""
"decnt161";"Standalone";"Administrators";"SAPServiceQ74";"False";"09/20/2023 11:47:20";"S-1-5-21-1484784729-965240537-1009558509-1024";"777";""
"decnt161";"Standalone";"Guests";"Kyndryl_Guest";"True";"02/21/2016 20:23:08";"S-1-5-21-1484784729-965240537-1009558509-501";"3545";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"decnt186";"Standalone";"Administrators";"admin";"False";"05/25/2012 12:12:44";"S-1-5-21-2805209045-3185795642-2998243423-1008";"4912";"SE/C///Built-in account for administering the computer/domain"
"decnt186";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 23:23:18";"S-1-5-21-2805209045-3185795642-2998243423-500";"39";"SE/C///Built-in account for administering the computer/domain"
"decnt186";"Standalone";"Administrators";"IBMAdmin";"False";"03/05/2019 19:56:34";"S-1-5-21-2805209045-3185795642-2998243423-1010";"2437";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"decnt186";"Standalone";"Guests";"Guest";"True";"05/04/2015 14:54:40";"S-1-5-21-2805209045-3185795642-2998243423-501";"3838";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"decnt216";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 23:22:20";"S-1-5-21-61655820-3524957306-3269565830-500";"39";"SE/C///Built-in account for administering the computer/domain"
"decnt216";"Standalone";"Administrators";"adm_license_user";"False";"05/06/2025 13:31:19";"S-1-5-21-61655820-3524957306-3269565830-1013";"183";"Runs ADM License Server"
"decnt216";"Standalone";"Administrators";"IBMAdmin";"False";"03/29/2019 17:47:38";"S-1-5-21-61655820-3524957306-3269565830-1006";"2413";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"decnt216";"Standalone";"Administrators";"uc4adm";"True";"04/17/2012 11:56:18";"S-1-5-21-61655820-3524957306-3269565830-1005";"4950";"disabled 6.5.21  SE/C/// user for scheduling system uc4"
"decnt216";"Standalone";"Guests";"Guest";"True";"05/04/2015 14:54:32";"S-1-5-21-61655820-3524957306-3269565830-501";"3838";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"decnt223";"Standalone";"Administrators";"abcdtest";"False";"03/16/2025 06:37:03";"S-1-5-21-1028936738-869187436-678933057-2689";"234";""
"decnt223";"Standalone";"Administrators";"Administrator";"False";"08/11/2016 12:15:03";"S-1-5-21-1028936738-869187436-678933057-500";"3373";"SE/C///Built-in account for administering the computer/domain"
"decnt223";"Standalone";"Administrators";"B40adm";"False";"02/06/2014 10:04:23";"S-1-5-21-1028936738-869187436-678933057-1014";"4290";"SE/C///Customer functional account for administering  the SAP Application"
"decnt223";"Standalone";"Administrators";"b41adm";"False";"03/09/2014 12:00:03";"S-1-5-21-1028936738-869187436-678933057-1451";"4259";"SE/C///Customer functional account for administering  the SAP Application"
"decnt223";"Standalone";"Administrators";"IBMAdmin";"False";"10/03/2025 07:08:03";"S-1-5-21-1028936738-869187436-678933057-2682";"33";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"decnt223";"Standalone";"Administrators";"SAPServiceB41";"False";"03/09/2014 12:42:24";"S-1-5-21-1028936738-869187436-678933057-1455";"4259";"SE/C///Customer functional account for administering  the SAP Application"
"decnt223";"Standalone";"Administrators";"testuser123";"False";"05/17/2023 12:51:08";"S-1-5-21-1028936738-869187436-678933057-2688";"903";"testuser123"
"decnt223";"Standalone";"Guests";"Guest";"True";"05/06/2014 11:52:29";"S-1-5-21-1028936738-869187436-678933057-501";"4201";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"decnt234";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 23:26:17";"S-1-5-21-1722920810-1439792250-1701286612-500";"39";"SE/C///Built-in account for administering the computer/domain"
"decnt234";"Standalone";"Administrators";"cimco";"False";"01/08/2015 09:30:42";"S-1-5-21-1722920810-1439792250-1701286612-1000";"3954";"SE/C///Local user for Cimco application"
"decnt234";"Standalone";"Administrators";"IBMAdmin";"False";"04/17/2019 15:43:40";"S-1-5-21-1722920810-1439792250-1701286612-1001";"2394";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"decnt234";"Standalone";"Guests";"Guest";"True";"11/21/2014 14:43:52";"S-1-5-21-1722920810-1439792250-1701286612-501";"4002";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"decnt99";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 23:13:50";"S-1-5-21-3371907028-2905062315-772069088-500";"39";"SE/C///Built-in account for administering the computer/domain"
"decnt99";"Standalone";"Administrators";"CEDT";"False";"";"S-1-5-21-3371907028-2905062315-772069088-1002";"";"SE/C///Disaster User"
"decnt99";"Standalone";"Administrators";"IBMAdmin";"False";"04/22/2019 09:35:20";"S-1-5-21-3371907028-2905062315-772069088-1255";"2389";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"decnt99";"Standalone";"Administrators";"sapservicep96";"False";"12/07/2023 15:27:16";"S-1-5-21-3371907028-2905062315-772069088-1263";"699";""
"decnt99";"Standalone";"Guests";"Guest";"True";"05/23/2014 09:15:03";"S-1-5-21-3371907028-2905062315-772069088-501";"4184";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"decnt9";"Standalone";"Administrators";"Administrator";"False";"09/29/2025 07:58:25";"S-1-5-21-2453781181-1653062302-2406967813-500";"37";"SE/C///Built-in account for administering the computer/domain"
"decnt9";"Standalone";"Administrators";"IBMAdmin";"False";"08/02/2017 10:23:09";"S-1-5-21-2453781181-1653062302-2406967813-1001";"3017";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"decnt9";"Standalone";"Guests";"Kyndryl_Guest";"True";"02/21/2016 20:23:08";"S-1-5-21-2453781181-1653062302-2406967813-501";"3545";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint102";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 23:18:39";"S-1-5-21-313355366-458816115-735010481-500";"39";"SE/C///Built-in account for administering the computer/domain"
"deint102";"Standalone";"Administrators";"IBMAdmin";"False";"06/08/2017 08:40:41";"S-1-5-21-313355366-458816115-735010481-1001";"3072";"SE/F/*SESK08//IBM Owned local user Administrtaor rights"
"deint102";"Standalone";"Guests";"Guest";"True";"05/19/2017 09:58:04";"S-1-5-21-313355366-458816115-735010481-501";"3092";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint103";"Standalone";"Administrators";"Administrator";"False";"06/02/2017 09:51:58";"S-1-5-21-3616514841-1131778517-2168238218-500";"3078";"SE/C///Built-in account for administering the computer/domain"
"deint103";"Standalone";"Administrators";"IBMAdmin";"False";"09/13/2025 07:58:46";"S-1-5-21-3616514841-1131778517-2168238218-1001";"53";"SE/F/*SESK08//IBM Owned local user Administrtaor rights"
"deint103";"Standalone";"Administrators";"uc4adm";"False";"11/22/2017 10:40:58";"S-1-5-21-3616514841-1131778517-2168238218-1006";"2905";"SE/C/// user for scheduling system uc4"
"deint103";"Standalone";"Guests";"Kyndryl_Guest";"True";"05/19/2017 19:29:15";"S-1-5-21-3616514841-1131778517-2168238218-501";"3092";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint116";"Standalone";"Administrators";"Administrator";"False";"09/29/2025 07:57:44";"S-1-5-21-3452596819-4286256547-2674581607-500";"37";"SE/C///Built-in account for administering the computer/domain"
"deint116";"Standalone";"Administrators";"IBMAdmin";"False";"09/24/2021 13:58:39";"S-1-5-21-3452596819-4286256547-2674581607-1001";"1503";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"deint116";"Standalone";"Guests";"Guest";"True";"02/21/2016 20:23:08";"S-1-5-21-3452596819-4286256547-2674581607-501";"3545";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint12";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 23:13:09";"S-1-5-21-928072690-1045615463-174316405-500";"39";"SE/C///Built-in account for administering the computer/domain"
"deint12";"Standalone";"Administrators";"IBMAdmin";"False";"05/30/2022 19:10:47";"S-1-5-21-928072690-1045615463-174316405-1000";"1255";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint12";"Standalone";"Administrators";"sysDEINT12repo";"False";"01/16/2025 10:00:38";"S-1-5-21-928072690-1045615463-174316405-1007";"293";"846/S/*SESK22//Built-in account for VEEAM access to the computer/domain"
"deint12";"Standalone";"Guests";"Guest";"True";"03/23/2022 17:44:32";"S-1-5-21-928072690-1045615463-174316405-501";"1323";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint163";"Standalone";"Administrators";"Administrator";"False";"09/30/2025 19:51:38";"S-1-5-21-3783703016-992550370-2723342076-500";"36";"SE/C///Built-in account for administering the computer/domain"
"deint163";"Standalone";"Administrators";"IBMadmin";"False";"02/06/2025 09:30:56";"S-1-5-21-3783703016-992550370-2723342076-1004";"272";"846/F/*SESK08/Kyndryl/IBM owned Local user with Administrator"
"deint163";"Standalone";"Administrators";"sysDEINT163repo";"False";"01/15/2025 14:39:20";"S-1-5-21-3783703016-992550370-2723342076-1006";"294";"SE/S/*SESK22//Built-in account for Veeam access to the computer/domain"
"deint163";"Standalone";"Guests";"Guest";"True";"11/17/2017 15:38:08";"S-1-5-21-3783703016-992550370-2723342076-501";"2910";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint165";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 23:10:08";"S-1-5-21-1404246447-400556519-4213373834-500";"39";"SE/C///Built-in account for administering the computer/domain"
"deint165";"Standalone";"Administrators";"IBMadmin";"False";"05/13/2018 16:35:26";"S-1-5-21-1404246447-400556519-4213373834-1001";"2733";"846/F/*SESK08/Kyndryl/IBM owned local user with Administrator rights"
"deint165";"Standalone";"Guests";"Guest";"True";"08/02/2017 14:44:41";"S-1-5-21-1404246447-400556519-4213373834-501";"3017";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint172";"Standalone";"Administrators";"Administrator";"False";"10/31/2017 06:21:37";"S-1-5-21-1252317371-1244600793-770370999-500";"2927";"SE/C///Built-in account for administering the computer/domain"
"deint172";"Standalone";"Administrators";"IBMAdmin";"False";"12/27/2017 10:17:26";"S-1-5-21-1252317371-1244600793-770370999-1001";"2870";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"deint172";"Standalone";"Administrators";"s10adm";"False";"01/29/2018 10:35:54";"S-1-5-21-1252317371-1244600793-770370999-1003";"2837";"SE/C///S10 ADM"
"deint172";"Standalone";"Administrators";"s11adm";"False";"02/04/2018 08:04:53";"S-1-5-21-1252317371-1244600793-770370999-1014";"2831";"SE/C///SAP System Administrator"
"deint172";"Standalone";"Guests";"Guest";"True";"10/31/2017 08:19:54";"S-1-5-21-1252317371-1244600793-770370999-501";"2927";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint179";"Standalone";"Administrators";"Administrator";"False";"09/26/2025 23:08:32";"S-1-5-21-121881583-1452345691-3561550844-500";"39";"SE/C///Built-in account for administering the computer/domain"
"deint179";"Standalone";"Administrators";"IBMadmin";"False";"02/09/2018 11:38:40";"S-1-5-21-121881583-1452345691-3561550844-1001";"2826";"SE/F/*SESK08//IBM Owned local user with Admin right"
"deint179";"Standalone";"Administrators";"kyndryl";"False";"09/15/2024 16:54:45";"S-1-5-21-121881583-1452345691-3561550844-1002";"416";"SE/F/*SESK08//IBM Owned local user with Admin right"
"deint179";"Standalone";"Guests";"Guest";"True";"08/02/2017 14:44:41";"S-1-5-21-121881583-1452345691-3561550844-501";"3017";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint183";"Standalone";"Administrators";"Administrator";"False";"09/29/2025 08:02:15";"S-1-5-21-1348075279-4124510916-3178769357-500";"37";"SE/C///Built-in account for administering the computer/domain"
"deint183";"Standalone";"Administrators";"AKLAdmin";"False";"01/21/2019 08:48:40";"S-1-5-21-1348075279-4124510916-3178769357-1002";"2480";"SE/C///Adminuser for Aberle"
"deint183";"Standalone";"Administrators";"IBMAdmin";"False";"11/27/2018 15:26:48";"S-1-5-21-1348075279-4124510916-3178769357-1001";"2535";"SE/F/*SESK08//IBM Owned local user with Administrator rights"
"deint183";"Standalone";"Guests";"Guest";"True";"02/21/2016 20:23:08";"S-1-5-21-1348075279-4124510916-3178769357-501";"3545";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint184";"Standalone";"Administrators";"Administrator";"False";"12/06/2018 17:14:21";"S-1-5-21-4198560644-2294577722-535349902-500";"2526";"SE/C///Built-in account for administering the computer/domain"
"deint184";"Standalone";"Administrators";"IBMadmin";"False";"09/20/2025 11:08:34";"S-1-5-21-4198560644-2294577722-535349902-1001";"46";"SE/F/*SESK08//IBM Owned local user with Admin right"
"deint184";"Standalone";"Administrators";"OracleHomeP52";"False";"04/06/2019 14:49:56";"S-1-5-21-4198560644-2294577722-535349902-1013";"2405";"SE/C///"
"deint184";"Standalone";"Administrators";"p52adm";"False";"12/18/2018 10:07:25";"S-1-5-21-4198560644-2294577722-535349902-1002";"2514";""
"deint184";"Standalone";"Administrators";"sapadm";"False";"02/08/2019 16:26:22";"S-1-5-21-4198560644-2294577722-535349902-1012";"2462";"SAP System Administrator"
"deint184";"Standalone";"Administrators";"testuser";"False";"09/20/2025 20:15:17";"S-1-5-21-4198560644-2294577722-535349902-1035";"46";""
"deint184";"Standalone";"Guests";"Guest";"True";"08/02/2017 12:44:41";"S-1-5-21-4198560644-2294577722-535349902-501";"3017";"SE/S/*SESK08//Built-in account for guest access to the computer/domain"
"deint185";"Standalone";"Administrators";"Administrator";"False";"12/06/2018 17:18:57";"S-1-5-21-2258875586-3644251132-3303110520-500";"2526";"SE/C///Built-in account for administering the computer/domain"
"deint185";"Standalone";"Administrators";"IBMadmin";"False";"12/14/2018 07:29:45";"S-1-5-21-2258875586-3644251132-3303110520-1001";"2518";"SE/F/*SESK08//IBM Owned local user with Admin right"
"deint185";"Standalone";"Administrators";"P52ADM";"False";"12/18/2018 09:21:04";"S-1-5-21-2258875586-3644251132-3303110520-1002";"2514";""
